order_id,order_date,on_truck_scan_date,ship_mode
US-2020-132031,2020-04-23,2020-04-29,Standard Processing
US-2020-132031,2020-04-23,2020-04-29,Standard Processing
CA-2020-166933,2020-04-24,2020-04-29,Standard Processing
CA-2020-120222,2020-04-25,2020-04-29,Standard Processing
CA-2020-120222,2020-04-25,2020-04-29,Standard Processing
CA-2020-125381,2020-04-25,2020-05-01,Standard Processing
CA-2020-159226,2020-04-25,2020-05-01,Standard Processing
CA-2020-108553,2020-04-23,2020-05-01,Standard Processing
CA-2020-108553,2020-04-23,2020-05-01,Standard Processing
CA-2020-168102,2020-04-24,2020-05-01,Standard Processing
CA-2020-125269,2020-04-24,2020-05-01,Standard Processing
CA-2020-125269,2020-04-24,2020-05-01,Standard Processing
US-2020-107636,2020-04-30,2020-05-04,Express
CA-2020-110198,2020-05-01,2020-05-04,Express
CA-2020-110198,2020-05-01,2020-05-04,Express
CA-2020-151071,2020-04-25,2020-05-04,Standard Processing
CA-2020-129707,2020-04-25,2020-05-04,Standard Processing
CA-2020-135692,2020-04-27,2020-05-04,Standard Processing
CA-2020-135692,2020-04-27,2020-05-04,Standard Processing
CA-2020-105991,2020-05-05,2020-05-06,Express
CA-2020-105991,2020-05-05,2020-05-06,Express
CA-2020-105991,2020-05-05,2020-05-06,Express
CA-2020-107552,2020-05-05,2020-05-06,Express
CA-2020-144498,2020-05-06,2020-05-06,Express
CA-2020-144498,2020-05-06,2020-05-06,Express
CA-2020-144498,2020-05-06,2020-05-06,Express
US-2020-164056,2020-04-29,2020-05-06,Standard Processing
CA-2020-151911,2020-04-30,2020-05-06,Standard Processing
CA-2020-143665,2020-04-26,2020-05-06,Standard Processing
CA-2020-143665,2020-04-26,2020-05-06,Standard Processing
CA-2020-151281,2020-04-27,2020-05-06,Standard Processing
CA-2020-160962,2020-04-28,2020-05-06,Standard Processing
CA-2020-160962,2020-04-28,2020-05-06,Standard Processing
CA-2020-120894,2020-04-28,2020-05-06,Standard Processing
CA-2020-137631,2020-04-28,2020-05-06,Standard Processing
CA-2020-126718,2020-04-29,2020-05-06,Standard Processing
CA-2020-124597,2020-04-30,2020-05-06,Standard Processing
CA-2020-124597,2020-04-30,2020-05-06,Standard Processing
CA-2020-124597,2020-04-30,2020-05-06,Standard Processing
CA-2020-108322,2020-04-30,2020-05-06,Standard Processing
CA-2020-108322,2020-04-30,2020-05-06,Standard Processing
US-2020-144582,2020-04-30,2020-05-06,Standard Processing
US-2020-136784,2020-04-30,2020-05-06,Standard Processing
CA-2020-137876,2020-04-30,2020-05-06,Standard Processing
CA-2020-137876,2020-04-30,2020-05-06,Standard Processing
CA-2020-154501,2020-04-30,2020-05-06,Standard Processing
CA-2020-150609,2020-04-30,2020-05-06,Standard Processing
US-2020-108315,2020-04-30,2020-05-06,Standard Processing
US-2020-108315,2020-04-30,2020-05-06,Standard Processing
CA-2020-110212,2020-05-01,2020-05-06,Standard Processing
CA-2020-123134,2020-05-02,2020-05-06,Standard Processing
CA-2020-167668,2020-05-06,2020-05-08,Express
US-2020-128398,2020-05-02,2020-05-08,Standard Processing
CA-2020-144526,2020-04-30,2020-05-08,Standard Processing
CA-2020-144526,2020-04-30,2020-05-08,Standard Processing
US-2020-150847,2020-04-30,2020-05-08,Standard Processing
CA-2020-102204,2020-05-01,2020-05-08,Standard Processing
CA-2020-102204,2020-05-01,2020-05-08,Standard Processing
CA-2020-102204,2020-05-01,2020-05-08,Standard Processing
CA-2020-156769,2020-05-06,2020-05-11,Express
CA-2020-147844,2020-05-02,2020-05-11,Standard Processing
CA-2020-147844,2020-05-02,2020-05-11,Standard Processing
CA-2020-147844,2020-05-02,2020-05-11,Standard Processing
CA-2020-163209,2020-05-03,2020-05-11,Standard Processing
CA-2020-163209,2020-05-03,2020-05-11,Standard Processing
CA-2020-128755,2020-05-04,2020-05-11,Standard Processing
CA-2020-128755,2020-05-04,2020-05-11,Standard Processing
CA-2020-128755,2020-05-04,2020-05-11,Standard Processing
CA-2020-128755,2020-05-04,2020-05-11,Standard Processing
CA-2020-134810,2020-05-09,2020-05-13,Express
CA-2020-134810,2020-05-09,2020-05-13,Express
CA-2020-118199,2020-05-09,2020-05-13,Express
CA-2020-118199,2020-05-09,2020-05-13,Express
CA-2020-118199,2020-05-09,2020-05-13,Express
CA-2020-118199,2020-05-09,2020-05-13,Express
CA-2020-118199,2020-05-09,2020-05-13,Express
CA-2020-133823,2020-05-11,2020-05-13,Express
CA-2020-133823,2020-05-11,2020-05-13,Express
CA-2020-133823,2020-05-11,2020-05-13,Express
US-2020-139647,2020-05-11,2020-05-13,Express
CA-2020-132178,2020-05-03,2020-05-13,Standard Processing
CA-2020-132178,2020-05-03,2020-05-13,Standard Processing
CA-2020-119914,2020-05-04,2020-05-13,Standard Processing
CA-2020-133487,2020-05-06,2020-05-13,Standard Processing
US-2020-104451,2020-05-08,2020-05-13,Standard Processing
CA-2020-107797,2020-05-08,2020-05-13,Standard Processing
CA-2020-132199,2020-05-03,2020-05-13,Standard Processing
CA-2020-132199,2020-05-03,2020-05-13,Standard Processing
CA-2020-132199,2020-05-03,2020-05-13,Standard Processing
CA-2020-132199,2020-05-03,2020-05-13,Standard Processing
CA-2020-132199,2020-05-03,2020-05-13,Standard Processing
CA-2020-162978,2020-05-04,2020-05-13,Standard Processing
CA-2020-162978,2020-05-04,2020-05-13,Standard Processing
CA-2020-162978,2020-05-04,2020-05-13,Standard Processing
CA-2020-168900,2020-05-04,2020-05-13,Standard Processing
CA-2020-133067,2020-05-04,2020-05-13,Standard Processing
CA-2020-133067,2020-05-04,2020-05-13,Standard Processing
US-2020-141943,2020-05-05,2020-05-13,Standard Processing
CA-2020-160724,2020-05-05,2020-05-13,Standard Processing
CA-2020-140242,2020-05-06,2020-05-13,Standard Processing
CA-2020-140242,2020-05-06,2020-05-13,Standard Processing
US-2020-133200,2020-05-06,2020-05-13,Standard Processing
US-2020-133200,2020-05-06,2020-05-13,Standard Processing
US-2020-133200,2020-05-06,2020-05-13,Standard Processing
CA-2020-145779,2020-05-06,2020-05-13,Standard Processing
US-2020-162124,2020-05-06,2020-05-13,Standard Processing
CA-2020-141733,2020-05-07,2020-05-13,Standard Processing
CA-2020-141733,2020-05-07,2020-05-13,Standard Processing
CA-2020-141733,2020-05-07,2020-05-13,Standard Processing
CA-2020-141733,2020-05-07,2020-05-13,Standard Processing
CA-2020-159688,2020-05-07,2020-05-13,Standard Processing
CA-2020-102820,2020-05-07,2020-05-13,Standard Processing
CA-2020-149181,2020-05-08,2020-05-13,Standard Processing
CA-2020-133865,2020-05-08,2020-05-13,Standard Processing
CA-2020-156895,2020-05-08,2020-05-13,Standard Processing
CA-2020-143686,2020-05-14,2020-05-15,Express
CA-2020-143686,2020-05-14,2020-05-15,Express
CA-2020-161774,2020-05-14,2020-05-15,Express
CA-2020-161774,2020-05-14,2020-05-15,Express
CA-2020-161774,2020-05-14,2020-05-15,Express
CA-2020-161774,2020-05-14,2020-05-15,Express
CA-2020-161774,2020-05-14,2020-05-15,Express
CA-2020-122175,2020-05-12,2020-05-15,Standard Processing
CA-2020-122175,2020-05-12,2020-05-15,Standard Processing
CA-2020-122175,2020-05-12,2020-05-15,Standard Processing
CA-2020-122175,2020-05-12,2020-05-15,Standard Processing
US-2020-133361,2020-05-14,2020-05-18,Express
US-2020-133361,2020-05-14,2020-05-18,Express
US-2020-133361,2020-05-14,2020-05-18,Express
US-2020-133361,2020-05-14,2020-05-18,Express
US-2020-133361,2020-05-14,2020-05-18,Express
US-2020-133361,2020-05-14,2020-05-18,Express
US-2020-158218,2020-05-12,2020-05-18,Standard Processing
US-2020-158218,2020-05-12,2020-05-18,Standard Processing
CA-2020-166576,2020-05-16,2020-05-20,Express
CA-2020-159464,2020-05-18,2020-05-20,Express
CA-2020-159464,2020-05-18,2020-05-20,Express
CA-2020-159464,2020-05-18,2020-05-20,Express
CA-2020-159464,2020-05-18,2020-05-20,Express
CA-2020-159464,2020-05-18,2020-05-20,Express
CA-2020-121643,2020-05-18,2020-05-20,Express
US-2020-120607,2020-05-19,2020-05-20,Express
CA-2020-149468,2020-05-20,2020-05-20,Express
CA-2020-115322,2020-05-11,2020-05-20,Standard Processing
CA-2020-161655,2020-05-13,2020-05-20,Standard Processing
CA-2020-102414,2020-05-15,2020-05-20,Standard Processing
CA-2020-102414,2020-05-15,2020-05-20,Standard Processing
CA-2020-102414,2020-05-15,2020-05-20,Standard Processing
CA-2020-140298,2020-05-11,2020-05-20,Standard Processing
CA-2020-140298,2020-05-11,2020-05-20,Standard Processing
CA-2020-140298,2020-05-11,2020-05-20,Standard Processing
CA-2020-140298,2020-05-11,2020-05-20,Standard Processing
CA-2020-104577,2020-05-12,2020-05-20,Standard Processing
US-2020-106796,2020-05-12,2020-05-20,Standard Processing
CA-2020-117632,2020-05-12,2020-05-20,Standard Processing
CA-2020-117632,2020-05-12,2020-05-20,Standard Processing
CA-2020-117632,2020-05-12,2020-05-20,Standard Processing
CA-2020-117632,2020-05-12,2020-05-20,Standard Processing
CA-2020-152226,2020-05-12,2020-05-20,Standard Processing
CA-2020-149048,2020-05-13,2020-05-20,Standard Processing
CA-2020-149048,2020-05-13,2020-05-20,Standard Processing
CA-2020-149048,2020-05-13,2020-05-20,Standard Processing
CA-2020-149048,2020-05-13,2020-05-20,Standard Processing
CA-2020-149048,2020-05-13,2020-05-20,Standard Processing
CA-2020-104318,2020-05-13,2020-05-20,Standard Processing
CA-2020-137785,2020-05-13,2020-05-20,Standard Processing
CA-2020-115546,2020-05-14,2020-05-20,Standard Processing
CA-2020-115546,2020-05-14,2020-05-20,Standard Processing
CA-2020-129357,2020-05-14,2020-05-20,Standard Processing
CA-2020-129357,2020-05-14,2020-05-20,Standard Processing
US-2020-154872,2020-05-14,2020-05-20,Standard Processing
US-2020-154872,2020-05-14,2020-05-20,Standard Processing
US-2020-154872,2020-05-14,2020-05-20,Standard Processing
CA-2020-113530,2020-05-19,2020-05-22,Standard Processing
CA-2020-113530,2020-05-19,2020-05-22,Standard Processing
CA-2020-113530,2020-05-19,2020-05-22,Standard Processing
CA-2020-113530,2020-05-19,2020-05-22,Standard Processing
CA-2020-100748,2020-05-13,2020-05-22,Standard Processing
CA-2020-133641,2020-05-14,2020-05-22,Standard Processing
US-2020-110604,2020-05-15,2020-05-22,Standard Processing
US-2020-110604,2020-05-15,2020-05-22,Standard Processing
US-2020-110604,2020-05-15,2020-05-22,Standard Processing
US-2020-152569,2020-05-15,2020-05-22,Standard Processing
US-2020-152569,2020-05-15,2020-05-22,Standard Processing
US-2020-151127,2020-05-22,2020-05-26,Express
CA-2020-120168,2020-05-25,2020-05-26,Express
CA-2020-120168,2020-05-25,2020-05-26,Express
CA-2020-120168,2020-05-25,2020-05-26,Express
CA-2020-120168,2020-05-25,2020-05-26,Express
CA-2020-117401,2020-05-18,2020-05-26,Standard Processing
CA-2020-117401,2020-05-18,2020-05-26,Standard Processing
CA-2020-117401,2020-05-18,2020-05-26,Standard Processing
CA-2020-111332,2020-05-20,2020-05-26,Standard Processing
CA-2020-111332,2020-05-20,2020-05-26,Standard Processing
CA-2020-111332,2020-05-20,2020-05-26,Standard Processing
CA-2020-111332,2020-05-20,2020-05-26,Standard Processing
CA-2020-111332,2020-05-20,2020-05-26,Standard Processing
CA-2020-112865,2020-05-18,2020-05-26,Standard Processing
CA-2020-155642,2020-05-18,2020-05-26,Standard Processing
CA-2020-155642,2020-05-18,2020-05-26,Standard Processing
CA-2020-145702,2020-05-19,2020-05-27,Standard Processing
CA-2020-145702,2020-05-19,2020-05-27,Standard Processing
CA-2020-153080,2020-05-22,2020-05-27,Standard Processing
CA-2020-117863,2020-05-18,2020-05-27,Standard Processing
CA-2020-117863,2020-05-18,2020-05-27,Standard Processing
CA-2020-112536,2020-05-18,2020-05-27,Standard Processing
CA-2020-112536,2020-05-18,2020-05-27,Standard Processing
CA-2020-112536,2020-05-18,2020-05-27,Standard Processing
CA-2020-153787,2020-05-19,2020-05-27,Standard Processing
US-2020-100048,2020-05-19,2020-05-27,Standard Processing
US-2020-100048,2020-05-19,2020-05-27,Standard Processing
US-2020-100048,2020-05-19,2020-05-27,Standard Processing
CA-2020-138975,2020-05-19,2020-05-27,Standard Processing
CA-2020-138975,2020-05-19,2020-05-27,Standard Processing
CA-2020-138975,2020-05-19,2020-05-27,Standard Processing
CA-2020-138975,2020-05-19,2020-05-27,Standard Processing
US-2020-108700,2020-05-19,2020-05-27,Standard Processing
CA-2020-122077,2020-05-19,2020-05-27,Standard Processing
CA-2020-122077,2020-05-19,2020-05-27,Standard Processing
US-2020-147998,2020-05-19,2020-05-27,Standard Processing
CA-2020-127803,2020-05-19,2020-05-27,Standard Processing
CA-2020-166695,2020-05-20,2020-05-27,Standard Processing
CA-2020-166695,2020-05-20,2020-05-27,Standard Processing
CA-2020-166695,2020-05-20,2020-05-27,Standard Processing
US-2020-166688,2020-05-20,2020-05-27,Standard Processing
US-2020-166688,2020-05-20,2020-05-27,Standard Processing
US-2020-166688,2020-05-20,2020-05-27,Standard Processing
CA-2020-167899,2020-05-21,2020-05-27,Standard Processing
CA-2020-167899,2020-05-21,2020-05-27,Standard Processing
US-2020-150595,2020-05-22,2020-05-27,Standard Processing
US-2020-150595,2020-05-22,2020-05-27,Standard Processing
US-2020-150595,2020-05-22,2020-05-27,Standard Processing
CA-2020-130106,2020-05-22,2020-05-27,Standard Processing
CA-2020-130106,2020-05-22,2020-05-27,Standard Processing
CA-2020-167003,2020-05-23,2020-05-27,Standard Processing
CA-2020-123687,2020-05-26,2020-05-29,Express
CA-2020-123687,2020-05-26,2020-05-29,Express
US-2020-116897,2020-05-27,2020-05-29,Express
US-2020-116897,2020-05-27,2020-05-29,Express
US-2020-116897,2020-05-27,2020-05-29,Express
CA-2020-160458,2020-05-27,2020-06-01,Standard Processing
CA-2020-164042,2020-05-23,2020-06-01,Standard Processing
CA-2020-164042,2020-05-23,2020-06-01,Standard Processing
CA-2020-164042,2020-05-23,2020-06-01,Standard Processing
CA-2020-164042,2020-05-23,2020-06-01,Standard Processing
CA-2020-161088,2020-05-25,2020-06-01,Standard Processing
CA-2020-125472,2020-05-30,2020-06-03,Express
CA-2020-125472,2020-05-30,2020-06-03,Express
CA-2020-125472,2020-05-30,2020-06-03,Express
CA-2020-106831,2020-06-01,2020-06-03,Express
CA-2020-106831,2020-06-01,2020-06-03,Express
CA-2020-106831,2020-06-01,2020-06-03,Express
CA-2020-158883,2020-06-02,2020-06-03,Express
CA-2020-140088,2020-05-28,2020-06-03,Standard Processing
CA-2020-141572,2020-05-28,2020-06-03,Standard Processing
US-2020-118556,2020-05-28,2020-06-03,Standard Processing
US-2020-118556,2020-05-28,2020-06-03,Standard Processing
CA-2020-112473,2020-05-25,2020-06-03,Standard Processing
CA-2020-152968,2020-05-26,2020-06-03,Standard Processing
CA-2020-107853,2020-05-26,2020-06-03,Standard Processing
US-2020-132297,2020-05-27,2020-06-03,Standard Processing
US-2020-132297,2020-05-27,2020-06-03,Standard Processing
CA-2020-134152,2020-05-27,2020-06-03,Standard Processing
CA-2020-134152,2020-05-27,2020-06-03,Standard Processing
US-2020-112613,2020-05-28,2020-06-03,Standard Processing
CA-2020-145765,2020-05-28,2020-06-03,Standard Processing
CA-2020-145765,2020-05-28,2020-06-03,Standard Processing
CA-2020-145765,2020-05-28,2020-06-03,Standard Processing
CA-2020-100055,2020-05-28,2020-06-03,Standard Processing
CA-2020-100055,2020-05-28,2020-06-03,Standard Processing
CA-2020-161340,2020-05-28,2020-06-03,Standard Processing
CA-2020-161340,2020-05-28,2020-06-03,Standard Processing
CA-2020-144568,2020-05-29,2020-06-03,Standard Processing
CA-2020-120614,2020-05-30,2020-06-03,Standard Processing
CA-2020-133095,2020-06-04,2020-06-05,Express
CA-2020-133095,2020-06-04,2020-06-05,Express
CA-2020-121559,2020-06-01,2020-06-05,Standard Processing
CA-2020-121559,2020-06-01,2020-06-05,Standard Processing
CA-2020-121559,2020-06-01,2020-06-05,Standard Processing
CA-2020-121559,2020-06-01,2020-06-05,Standard Processing
CA-2020-121559,2020-06-01,2020-06-05,Standard Processing
CA-2020-136882,2020-05-27,2020-06-05,Standard Processing
CA-2020-151855,2020-05-27,2020-06-05,Standard Processing
CA-2020-151855,2020-05-27,2020-06-05,Standard Processing
CA-2020-104745,2020-05-29,2020-06-05,Standard Processing
CA-2020-104745,2020-05-29,2020-06-05,Standard Processing
CA-2020-121580,2020-05-29,2020-06-05,Standard Processing
CA-2020-121580,2020-05-29,2020-06-05,Standard Processing
CA-2020-121580,2020-05-29,2020-06-05,Standard Processing
CA-2020-121580,2020-05-29,2020-06-05,Standard Processing
CA-2020-126788,2020-06-05,2020-06-08,Express
CA-2020-142461,2020-05-30,2020-06-08,Standard Processing
US-2020-112928,2020-06-01,2020-06-08,Standard Processing
CA-2020-140760,2020-06-02,2020-06-08,Standard Processing
CA-2020-140760,2020-06-02,2020-06-08,Standard Processing
CA-2020-168739,2020-05-29,2020-06-08,Standard Processing
CA-2020-121125,2020-05-30,2020-06-08,Standard Processing
CA-2020-121125,2020-05-30,2020-06-08,Standard Processing
CA-2020-121125,2020-05-30,2020-06-08,Standard Processing
CA-2020-116498,2020-05-30,2020-06-08,Standard Processing
CA-2020-146493,2020-06-01,2020-06-08,Standard Processing
US-2020-109316,2020-06-08,2020-06-10,Express
US-2020-109316,2020-06-08,2020-06-10,Express
CA-2020-100951,2020-06-09,2020-06-10,Express
US-2020-131583,2020-06-10,2020-06-10,Express
CA-2020-149720,2020-06-04,2020-06-10,Standard Processing
CA-2020-157413,2020-06-01,2020-06-10,Standard Processing
CA-2020-127705,2020-06-02,2020-06-10,Standard Processing
CA-2020-127705,2020-06-02,2020-06-10,Standard Processing
CA-2020-143294,2020-06-02,2020-06-10,Standard Processing
CA-2020-126382,2020-06-03,2020-06-10,Standard Processing
CA-2020-150420,2020-06-03,2020-06-10,Standard Processing
CA-2020-145772,2020-06-03,2020-06-10,Standard Processing
CA-2020-145772,2020-06-03,2020-06-10,Standard Processing
CA-2020-145772,2020-06-03,2020-06-10,Standard Processing
CA-2020-113908,2020-06-03,2020-06-10,Standard Processing
CA-2020-113908,2020-06-03,2020-06-10,Standard Processing
CA-2020-113908,2020-06-03,2020-06-10,Standard Processing
CA-2020-145506,2020-06-03,2020-06-10,Standard Processing
CA-2020-100426,2020-06-04,2020-06-10,Standard Processing
CA-2020-158953,2020-06-04,2020-06-10,Standard Processing
CA-2020-141614,2020-06-05,2020-06-10,Standard Processing
US-2020-152002,2020-06-11,2020-06-12,Express
US-2020-120418,2020-06-11,2020-06-12,Express
US-2020-120418,2020-06-11,2020-06-12,Express
US-2020-120418,2020-06-11,2020-06-12,Express
US-2020-120418,2020-06-11,2020-06-12,Express
US-2020-120418,2020-06-11,2020-06-12,Express
CA-2020-132682,2020-06-08,2020-06-12,Standard Processing
CA-2020-132682,2020-06-08,2020-06-12,Standard Processing
CA-2020-132682,2020-06-08,2020-06-12,Standard Processing
CA-2020-140872,2020-06-03,2020-06-12,Standard Processing
CA-2020-140872,2020-06-03,2020-06-12,Standard Processing
CA-2020-140872,2020-06-03,2020-06-12,Standard Processing
CA-2020-140872,2020-06-03,2020-06-12,Standard Processing
CA-2020-140872,2020-06-03,2020-06-12,Standard Processing
CA-2020-140872,2020-06-03,2020-06-12,Standard Processing
CA-2020-140872,2020-06-03,2020-06-12,Standard Processing
CA-2020-140872,2020-06-03,2020-06-12,Standard Processing
CA-2020-158407,2020-06-04,2020-06-12,Standard Processing
CA-2020-158407,2020-06-04,2020-06-12,Standard Processing
CA-2020-158106,2020-06-04,2020-06-12,Standard Processing
CA-2020-140963,2020-06-10,2020-06-15,Express
CA-2020-140963,2020-06-10,2020-06-15,Express
CA-2020-140963,2020-06-10,2020-06-15,Express
CA-2020-143343,2020-06-10,2020-06-15,Express
CA-2020-141481,2020-06-11,2020-06-15,Express
US-2020-131849,2020-06-06,2020-06-15,Standard Processing
US-2020-131849,2020-06-06,2020-06-15,Standard Processing
US-2020-155299,2020-06-08,2020-06-15,Standard Processing
CA-2020-137001,2020-06-10,2020-06-17,Standard Processing
CA-2020-112172,2020-06-10,2020-06-17,Standard Processing
CA-2020-134565,2020-06-11,2020-06-17,Standard Processing
CA-2020-134565,2020-06-11,2020-06-17,Standard Processing
CA-2020-134565,2020-06-11,2020-06-17,Standard Processing
CA-2020-134565,2020-06-11,2020-06-17,Standard Processing
CA-2020-134565,2020-06-11,2020-06-17,Standard Processing
CA-2020-119424,2020-06-12,2020-06-17,Standard Processing
CA-2020-119424,2020-06-12,2020-06-17,Standard Processing
CA-2020-124191,2020-06-12,2020-06-17,Standard Processing
CA-2020-117436,2020-06-08,2020-06-17,Standard Processing
US-2020-106579,2020-06-08,2020-06-17,Standard Processing
US-2020-107979,2020-06-08,2020-06-17,Standard Processing
US-2020-107979,2020-06-08,2020-06-17,Standard Processing
US-2020-107979,2020-06-08,2020-06-17,Standard Processing
US-2020-106663,2020-06-09,2020-06-17,Standard Processing
US-2020-106663,2020-06-09,2020-06-17,Standard Processing
US-2020-106663,2020-06-09,2020-06-17,Standard Processing
US-2020-146822,2020-06-09,2020-06-17,Standard Processing
CA-2020-106103,2020-06-10,2020-06-17,Standard Processing
CA-2020-107167,2020-06-10,2020-06-17,Standard Processing
CA-2020-167080,2020-06-10,2020-06-17,Standard Processing
CA-2020-158071,2020-06-10,2020-06-17,Standard Processing
CA-2020-158071,2020-06-10,2020-06-17,Standard Processing
CA-2020-158071,2020-06-10,2020-06-17,Standard Processing
CA-2020-102554,2020-06-11,2020-06-17,Standard Processing
CA-2020-117821,2020-06-12,2020-06-17,Standard Processing
CA-2020-104850,2020-06-13,2020-06-17,Standard Processing
CA-2020-102337,2020-06-13,2020-06-19,Express
CA-2020-102337,2020-06-13,2020-06-19,Express
CA-2020-102337,2020-06-13,2020-06-19,Express
CA-2020-169691,2020-06-15,2020-06-19,Express
CA-2020-169691,2020-06-15,2020-06-19,Express
CA-2020-169691,2020-06-15,2020-06-19,Express
CA-2020-105214,2020-06-16,2020-06-19,Express
CA-2020-105214,2020-06-16,2020-06-19,Express
CA-2020-111269,2020-06-16,2020-06-19,Standard Processing
CA-2020-111269,2020-06-16,2020-06-19,Standard Processing
CA-2020-133928,2020-06-11,2020-06-19,Standard Processing
CA-2020-108441,2020-06-12,2020-06-19,Standard Processing
CA-2020-108441,2020-06-12,2020-06-19,Standard Processing
CA-2020-108441,2020-06-12,2020-06-19,Standard Processing
CA-2020-108441,2020-06-12,2020-06-19,Standard Processing
CA-2020-157833,2020-06-17,2020-06-22,Express
CA-2020-131618,2020-06-17,2020-06-22,Express
CA-2020-131618,2020-06-17,2020-06-22,Express
CA-2020-131618,2020-06-17,2020-06-22,Express
CA-2020-146346,2020-06-17,2020-06-22,Express
CA-2020-118864,2020-06-15,2020-06-22,Standard Processing
CA-2020-148474,2020-06-12,2020-06-22,Standard Processing
CA-2020-148474,2020-06-12,2020-06-22,Standard Processing
CA-2020-143861,2020-06-12,2020-06-22,Standard Processing
CA-2020-122056,2020-06-13,2020-06-22,Standard Processing
CA-2020-169901,2020-06-15,2020-06-22,Standard Processing
CA-2020-126914,2020-06-15,2020-06-22,Standard Processing
CA-2020-126914,2020-06-15,2020-06-22,Standard Processing
US-2020-133781,2020-06-22,2020-06-24,Express
CA-2020-129462,2020-06-16,2020-06-24,Standard Processing
CA-2020-129462,2020-06-16,2020-06-24,Standard Processing
CA-2020-129462,2020-06-16,2020-06-24,Standard Processing
CA-2020-129462,2020-06-16,2020-06-24,Standard Processing
CA-2020-118437,2020-06-17,2020-06-24,Standard Processing
CA-2020-118437,2020-06-17,2020-06-24,Standard Processing
CA-2020-162712,2020-06-18,2020-06-24,Standard Processing
CA-2020-128944,2020-06-19,2020-06-24,Standard Processing
CA-2020-128944,2020-06-19,2020-06-24,Standard Processing
CA-2020-128944,2020-06-19,2020-06-24,Standard Processing
CA-2020-111178,2020-06-15,2020-06-24,Standard Processing
CA-2020-135167,2020-06-15,2020-06-24,Standard Processing
CA-2020-119284,2020-06-15,2020-06-24,Standard Processing
CA-2020-119284,2020-06-15,2020-06-24,Standard Processing
CA-2020-119284,2020-06-15,2020-06-24,Standard Processing
CA-2020-119284,2020-06-15,2020-06-24,Standard Processing
CA-2020-119284,2020-06-15,2020-06-24,Standard Processing
CA-2020-119284,2020-06-15,2020-06-24,Standard Processing
CA-2020-119284,2020-06-15,2020-06-24,Standard Processing
CA-2020-136826,2020-06-16,2020-06-24,Standard Processing
CA-2020-155873,2020-06-16,2020-06-24,Standard Processing
CA-2020-155873,2020-06-16,2020-06-24,Standard Processing
CA-2020-155873,2020-06-16,2020-06-24,Standard Processing
US-2020-132206,2020-06-16,2020-06-24,Standard Processing
CA-2020-165323,2020-06-17,2020-06-24,Standard Processing
CA-2020-165323,2020-06-17,2020-06-24,Standard Processing
CA-2020-112753,2020-06-18,2020-06-24,Standard Processing
CA-2020-112753,2020-06-18,2020-06-24,Standard Processing
CA-2020-140844,2020-06-19,2020-06-24,Standard Processing
CA-2020-140844,2020-06-19,2020-06-24,Standard Processing
US-2020-102288,2020-06-19,2020-06-24,Standard Processing
US-2020-102288,2020-06-19,2020-06-24,Standard Processing
US-2020-102288,2020-06-19,2020-06-24,Standard Processing
CA-2020-138870,2020-06-19,2020-06-24,Standard Processing
CA-2020-138870,2020-06-19,2020-06-24,Standard Processing
CA-2020-101434,2020-06-20,2020-06-24,Standard Processing
CA-2020-101434,2020-06-20,2020-06-24,Standard Processing
CA-2020-132934,2020-06-20,2020-06-24,Standard Processing
CA-2020-132934,2020-06-20,2020-06-24,Standard Processing
CA-2020-106852,2020-06-20,2020-06-24,Standard Processing
CA-2020-106852,2020-06-20,2020-06-24,Standard Processing
US-2020-135986,2020-06-20,2020-06-24,Standard Processing
US-2020-135986,2020-06-20,2020-06-24,Standard Processing
CA-2020-151218,2020-06-20,2020-06-26,Express
CA-2020-141992,2020-06-19,2020-06-26,Standard Processing
CA-2020-141992,2020-06-19,2020-06-26,Standard Processing
CA-2020-133256,2020-06-26,2020-06-29,Express
CA-2020-133256,2020-06-26,2020-06-29,Express
CA-2020-133256,2020-06-26,2020-06-29,Express
CA-2020-101049,2020-06-21,2020-06-29,Standard Processing
CA-2020-101049,2020-06-21,2020-06-29,Standard Processing
CA-2020-136350,2020-06-24,2020-06-29,Standard Processing
CA-2020-136350,2020-06-24,2020-06-29,Standard Processing
CA-2020-159107,2020-06-24,2020-06-29,Standard Processing
CA-2020-154011,2020-06-19,2020-06-29,Standard Processing
CA-2020-154011,2020-06-19,2020-06-29,Standard Processing
CA-2020-169999,2020-06-19,2020-06-29,Standard Processing
CA-2020-169999,2020-06-19,2020-06-29,Standard Processing
CA-2020-124744,2020-06-21,2020-06-29,Standard Processing
CA-2020-124744,2020-06-21,2020-06-29,Standard Processing
CA-2020-124744,2020-06-21,2020-06-29,Standard Processing
CA-2020-105823,2020-06-22,2020-06-29,Standard Processing
CA-2020-138149,2020-06-29,2020-07-01,Express
CA-2020-138149,2020-06-29,2020-07-01,Express
CA-2020-138149,2020-06-29,2020-07-01,Express
CA-2020-138149,2020-06-29,2020-07-01,Express
CA-2020-137449,2020-06-29,2020-07-01,Express
CA-2020-137449,2020-06-29,2020-07-01,Express
CA-2020-137449,2020-06-29,2020-07-01,Express
US-2020-102890,2020-06-30,2020-07-01,Express
US-2020-124821,2020-06-25,2020-07-01,Standard Processing
CA-2020-116127,2020-06-25,2020-07-01,Standard Processing
CA-2020-165757,2020-06-22,2020-07-01,Standard Processing
CA-2020-165757,2020-06-22,2020-07-01,Standard Processing
CA-2020-165757,2020-06-22,2020-07-01,Standard Processing
